date,stock_deviation,all_complaints,noise_complaints,homeless_complaints,tmin,tmax,tavg,prcp
2011-05-31,683.9235800027964,6940,497,8,20.2,30.96666666666667,,False
2011-06-01,-1372.363004055267,5875,440,10,20.0,31.26666666666667,,False
2011-06-02,517.6357858699412,6033,478,10,17.03333333333333,27.23333333333333,,False
2011-06-03,-1077.476709545008,5498,598,3,14.233333333333334,24.633333333333336,,False
2011-06-06,-1218.3166089508013,5982,574,9,15.766666666666666,27.4,,False
2011-06-07,-1270.4862170097983,6242,526,12,18.5,31.33333333333333,,False
2011-06-08,883.1604425927362,6505,426,10,22.23333333333333,34.06666666666667,,False
2011-06-09,-2155.4818293520802,6505,302,10,20.566666666666666,35.0,,True
2011-06-10,-357.7137470881353,5852,446,10,20.733333333333334,29.83333333333333,,False
2011-06-13,-1087.7621521983529,6004,531,5,15.566666666666668,23.33333333333333,,True
2011-06-14,-465.1093790315717,6017,487,5,15.0,21.1,,True
2011-06-15,1049.3835979500363,5869,552,4,13.866666666666667,28.33333333333333,,False
2011-06-16,869.3971826471533,5822,616,8,16.866666666666664,28.899999999999995,,False
2011-06-17,0.06977579795056954,5449,513,9,18.133333333333336,25.366666666666664,,True
2011-06-20,-1428.0949503890442,6132,542,9,18.666666666666668,26.46666666666667,,False
2011-06-21,-1053.7231820788074,6363,681,8,20.933333333333334,27.43333333333333,,False
2011-06-22,976.7217049735773,5847,415,7,20.933333333333334,26.66666666666667,,True
2011-06-23,-3090.3291101249847,5816,440,4,18.7,22.43333333333333,,True
2011-06-24,350.1387600227536,5285,620,3,18.133333333333336,21.3,,True
2011-06-27,-782.5389561030897,6240,564,11,19.266666666666666,27.96666666666667,,False
2011-06-28,-396.7053475063221,6523,527,6,22.4,28.5,,False
2011-06-29,-677.3758859619411,5921,417,8,21.3,28.73333333333333,,True
2011-06-30,-663.980465870387,5726,529,9,18.866666666666667,28.33333333333333,,False
2011-07-01,-482.3057680013881,5150,605,10,17.933333333333334,28.66666666666667,,False
2011-07-05,329.1765676250434,6542,551,12,21.3,31.7,,False
2011-07-06,148.3894741072654,6437,310,11,22.96666666666667,31.133333333333336,,False
2011-07-07,199.64045585923301,6255,513,7,23.33333333333333,32.93333333333333,,True
2011-07-08,1275.4267712899311,5424,410,7,20.366666666666667,28.5,,True
2011-07-11,601.9362359134393,6305,425,15,23.133333333333336,32.4,,False
2011-07-12,18.131071858719228,6669,398,13,25.566666666666666,34.63333333333333,,False
2011-07-13,-878.8656281199145,6172,444,10,20.933333333333334,30.566666666666666,,True
2011-07-14,-248.525525790712,6243,552,5,18.53333333333333,28.5,,False
2011-07-15,-181.47065532589482,5543,630,7,19.83333333333333,30.2,,False
2011-07-18,-118.19070239154098,6006,382,7,23.33333333333333,34.800000000000004,,True
2011-07-19,-577.9182841381335,6555,396,14,23.899999999999995,33.86666666666667,,False
2011-07-20,-153.8914287595617,6468,393,8,23.16666666666667,30.73333333333333,,False
2011-07-21,-977.6125349360083,6558,335,8,23.16666666666667,34.26666666666667,,False
2011-07-22,398.7672435728018,7113,324,4,27.566666666666666,39.8,,False
2011-07-25,-537.362133867362,6048,412,3,20.566666666666666,27.03333333333333,,True
2011-07-26,-206.0492896202486,6017,412,5,20.566666666666666,32.2,,True
2011-07-27,701.9590427942676,5758,413,8,20.766666666666673,29.46666666666667,,False
2011-07-28,532.0730478906335,5815,478,8,21.5,30.2,,False
2011-07-29,-1344.2657442023556,5700,483,4,21.7,28.7,,True
2011-08-01,264.2951451382105,6002,386,10,22.4,32.93333333333333,,True
2011-08-02,147.47751718143263,6333,434,8,23.33333333333333,32.6,,False
2011-08-03,-678.9481453267581,5136,454,4,19.8,29.433333333333334,,True
2011-08-04,3677.5027009086334,5603,502,5,20.0,27.96666666666667,,False
2011-08-05,3001.7877319360705,5476,673,4,21.3,29.066666666666666,,False
2011-08-08,-80.60462606007786,5693,455,15,23.5,32.56666666666667,,False
2011-08-09,-3107.4029153763036,6056,378,8,22.23333333333333,28.3,,True
2011-08-10,4141.732161820888,5683,475,11,21.66666666666667,30.366666666666664,,False
2011-08-11,-570.1946805778425,5800,567,7,20.933333333333334,28.16666666666667,,False
2011-08-12,2751.9770334021528,5428,774,9,18.7,28.866666666666664,,False
2011-08-15,-175.61875821264405,7210,454,7,20.566666666666666,25.366666666666664,,True
2011-08-16,255.80864258913792,7008,564,5,18.33333333333333,26.133333333333336,,True
2011-08-17,1288.8156370996805,6095,613,6,19.8,29.23333333333333,,False
2011-08-18,5044.42460274473,5860,559,12,20.733333333333327,27.766666666666666,,True
2011-08-19,-1600.7371896121329,5781,589,5,18.666666666666668,28.53333333333333,,True
2011-08-22,6496.832777027071,6311,513,10,19.233333333333334,25.93333333333333,,False
2011-08-23,-4618.753161311601,5628,415,10,17.033333333333335,26.3,,False
2011-08-24,-1494.9765593734992,6179,576,10,19.066666666666666,26.3,,False
2011-08-25,3847.4772040994285,6215,349,9,22.23333333333333,26.5,,True
2011-08-26,-3007.6608379126565,3331,184,5,21.66666666666667,28.66666666666667,,False
2011-08-29,-1997.1292097374169,9266,387,3,15.933333333333332,25.566666666666666,,False
2011-08-30,649.6800158321348,8576,601,5,16.86666666666667,27.6,,False
2011-08-31,-322.93768566379003,6632,534,6,18.13333333333333,28.5,,False
2011-09-01,1115.276941296208,6315,717,9,19.633333333333333,27.4,,False
2011-09-02,1122.9838115836321,5776,791,8,17.966666666666672,24.83333333333333,,False
2011-09-06,-5832.993754375486,6827,340,6,16.133333333333336,23.33333333333333,,True
2011-09-07,-516.5166687076562,6387,347,8,16.866666666666664,20.933333333333334,,True
2011-09-08,21.110814441381077,7304,430,9,17.599999999999994,25.73333333333333,,True
2011-09-09,4715.768004881145,6474,607,9,19.233333333333327,29.633333333333336,,False
2011-09-12,-3262.454897493583,6553,540,5,19.066666666666666,26.866666666666664,,False
2011-09-13,113.64543622096971,6634,485,16,19.633333333333333,27.8,,False
2011-09-14,-1164.416238477308,6462,435,9,20.933333333333334,29.066666666666666,,False
2011-09-15,-2417.5658246965904,6420,437,8,12.233333333333334,25.566666666666666,,True
2011-09-16,-1507.677229957757,6307,661,10,10.566666666666666,19.066666666666666,,False
2011-09-19,-624.060501832224,5883,520,5,11.466666666666667,19.8,,False
2011-09-20,572.2394938789803,6314,510,9,16.5,20.2,,True
2011-09-21,3821.719033575209,6174,492,21,17.233333333333334,22.96666666666667,,True
2011-09-22,782.4531313210465,6211,505,8,20.2,26.5,,True
2011-09-23,-78.13770039008523,6719,674,8,20.6,22.6,,True
2011-09-26,-1515.1437048470762,6686,464,10,20.166666666666668,26.33333333333333,,False
2011-09-27,1981.3150897240705,6706,480,9,20.2,25.0,,False
2011-09-28,6745.433019106727,5968,448,7,20.2,23.7,,True
2011-09-29,1455.0431807654238,6092,531,8,16.833333333333332,23.7,,True
2011-09-30,3216.353582514567,5169,614,7,14.8,24.6,,True
2011-10-03,3755.8747895859706,6315,444,4,9.066666666666668,14.4,,True
2011-10-04,-13284.055459076773,6378,456,14,9.8,17.766666666666666,,False
2011-10-05,-3844.9785820437537,5967,508,5,11.866666666666667,22.4,,False
2011-10-06,-1014.5988721815303,6242,540,2,9.066666666666666,20.2,,False
2011-10-07,2859.166640961273,5748,688,6,9.266666666666666,19.066666666666666,,False
2011-10-10,-3810.4391664596697,3841,693,6,16.666666666666668,27.96666666666667,,False
2011-10-11,-1997.1397491867685,5965,537,14,16.7,23.33333333333333,,False
2011-10-12,546.7158305565317,5542,462,5,15.2,17.400000000000002,,True
2011-10-13,-667.3530210931423,5508,375,6,15.166666666666664,19.433333333333334,,True
2011-10-14,-589.8902401975938,5956,528,7,14.633333333333333,21.5,,True
2011-10-17,5902.184779183322,6138,435,11,14.066666666666668,19.233333333333334,,False
2011-10-18,-3091.210089581691,6448,632,4,12.766666666666666,20.4,,True
2011-10-19,5044.538316627797,6279,441,5,15.4,18.366666666666667,,True
2011-10-20,194.814240519765,5764,536,6,12.4,20.0,,True
2011-10-21,396.1504012923978,6562,585,6,10.4,14.066666666666668,,False
2011-10-24,-3581.805626886664,7051,447,8,9.433333333333334,16.3,,False
2011-10-25,2894.5262403218153,7128,443,11,10.766666666666666,17.233333333333334,,False
2011-10-26,-128.19890316369856,6867,520,6,9.833333333333334,16.866666666666664,,False
2011-10-27,-1408.4059479784119,7389,443,2,3.6666666666666665,15.533333333333333,,True
2011-10-28,-220.1973114847715,8658,537,4,2.766666666666667,10.0,,False
2011-10-31,3224.680431546629,8755,542,2,2.233333333333333,11.866666666666665,,False
2011-11-01,-916.7323714473167,8380,480,6,6.866666666666667,12.966666666666667,,False
2011-11-02,667.9758258035798,7405,463,8,5.2,14.066666666666668,,False
2011-11-03,-1693.147183593297,6564,443,10,7.433333333333334,15.2,,False
2011-11-07,-754.3549016047763,6081,391,7,6.666666666666668,16.5,,False
2011-11-08,-2085.74176806504,5170,517,6,10.2,20.0,,False
2011-11-09,7082.526016310017,5724,526,8,8.700000000000001,17.766666666666666,,False
2011-11-10,-657.9706774074366,5424,467,8,9.066666666666668,19.03333333333333,,True
2011-11-11,-262.337879076651,5189,497,2,5.4,9.633333333333333,,True
2011-11-14,437.5817698753526,6431,483,9,11.666666666666664,19.83333333333333,,False
2011-11-15,-2067.4261193101192,5765,550,5,13.666666666666664,18.3,,True
2011-11-16,1247.98822996112,6003,503,7,12.033333333333333,14.633333333333333,,True
2011-11-17,2378.0101502302205,6735,423,6,4.6000000000000005,12.233333333333334,,True
2011-11-18,-555.7443056816337,6995,521,3,2.4,7.966666666666666,,False
2011-11-21,-2693.2105237765936,6767,411,7,8.133333333333335,14.433333333333332,,True
2011-11-22,-2923.7309071633063,6528,352,6,7.033333333333334,10.566666666666668,,True
2011-11-25,849.2343948239503,4258,690,6,6.866666666666667,16.5,,False
2011-11-28,1408.63328886417,5705,452,2,12.2,19.6,,False
2011-11-29,-1339.5977174735815,5473,428,10,10.933333333333332,18.33333333333333,,True
2011-11-30,-1276.6085159506329,6699,407,2,6.3,11.3,,False
2011-12-01,-650.5506619924709,6929,478,1,3.1333333333333333,10.2,,False
2011-12-02,1751.9106021080295,6212,478,1,2.966666666666667,11.3,,False
2011-12-05,2461.3315746013395,6205,510,7,8.333333333333334,13.5,,False
2011-12-06,181.4122820858829,6041,404,5,12.6,15.566666666666665,,True
2011-12-07,1091.6666607004154,6053,467,3,5.933333333333333,15.566666666666665,,True
2011-12-08,600.3366792670495,7436,394,3,2.4,7.399999999999999,,True
2011-12-09,-3498.019394244497,6350,541,3,1.6666666666666667,11.3,,False
2011-12-12,-1352.1899036608447,7179,472,5,0.033333333333333284,6.7,,False
2011-12-13,368.4422545688649,6581,289,3,-0.2,8.5,,False
2011-12-14,-9.458489855627704,5805,391,6,2.4,10.0,,False
2011-12-15,-1119.1530923801183,5809,462,8,8.3,14.833333333333336,,False
2011-12-16,1417.6144829635816,5474,567,7,5.2,14.8,,False
2011-12-19,-697.4500282811349,6830,381,1,-4.066666666666666,8.5,,False
2011-12-20,-1013.123342689425,5819,444,1,4.8,8.9,,True
2011-12-21,-2659.8461370149344,5162,394,1,4.8,15.933333333333332,,True
2011-12-22,1304.3514181987664,4972,465,1,8.9,14.633333333333333,,True
2011-12-23,1409.930914092045,4256,463,4,2.0333333333333337,9.8,,True
2011-12-27,-474.9052650816011,5601,356,3,2.033333333333333,14.066666666666668,,True
2011-12-28,1086.213452653079,6309,405,5,-0.2,10.0,,False
2011-12-29,-20.156124693843594,7028,503,2,-4.066666666666666,3.1333333333333333,,False
2011-12-30,276.02880644205294,4599,577,2,2.6,10.2,,False
2012-01-03,-198.7420510404845,7832,356,1,-9.066666666666668,0.7666666666666667,,False
2012-01-04,-2715.1329232966486,9839,324,1,-10.4,-2.2333333333333334,,False
2012-01-05,-969.0778740373717,7157,343,5,-2.766666666666667,5.0,,False
2012-01-06,-78.54275061401131,5959,456,3,1.1333333333333333,11.866666666666665,,False
2012-01-09,-476.5071581161428,6468,425,5,-0.7666666666666666,4.433333333333334,,False
2012-01-10,509.06040515283166,5972,407,5,0.20000000000000004,8.5,,False
2012-01-11,698.5395992293343,5638,403,3,1.4666666666666668,8.500000000000002,,True
2012-01-12,-117.31987927352749,5630,420,6,5.2,8.133333333333333,,True
2012-01-13,-29.595790781379037,5930,471,2,-1.866666666666667,10.0,,True
2012-01-17,1134.645494781722,6374,380,2,2.4,11.133333333333333,,True
2012-01-18,-1050.0286666393113,6486,395,9,-4.233333333333333,12.233333333333334,,False
2012-01-19,-87.67979907724657,6809,397,1,-7.066666666666666,2.9666666666666663,,False
2012-01-20,-897.3651202110486,5954,515,2,-3.7000000000000006,2.6,,False
2012-01-23,-313.52171076930244,6152,419,2,0.7666666666666667,11.133333333333333,,True
2012-01-24,-770.9763223873961,5691,464,3,5.366666666666667,11.866666666666665,,False
2012-01-25,-952.9761973697388,5535,483,2,2.6,7.066666666666666,,False
2012-01-27,-809.2661836706212,5343,615,4,4.8,15.0,,True
2012-01-30,153.5011590555623,5849,359,5,1.1,4.6000000000000005,,False
2012-01-31,529.2062081559852,5600,406,4,3.1333333333333333,14.633333333333333,,False
2012-02-01,-953.687542740663,5451,417,3,8.166666666666666,17.233333333333334,,True
2012-02-02,-881.8974796760484,5898,407,7,2.2333333333333334,10.2,,False
2012-02-06,2003.2515246551372,5457,373,4,7.401486830834377e-17,10.766666666666666,,False
2012-02-07,-290.19878512594005,5569,372,5,2.9333333333333336,9.433333333333335,,False
2012-02-08,971.0065318953166,6153,441,2,-0.4,3.8666666666666663,,True
2012-02-09,1308.4994725563738,5353,376,2,-0.4,8.133333333333335,,False
2012-02-10,1116.9071024278855,4952,450,4,0.7333333333333334,7.399999999999999,,False
2012-02-13,-122.50066013585821,6110,354,6,-1.866666666666667,6.7,,False
2012-02-14,644.5115444890216,5046,424,1,2.4,7.933333333333334,,True
2012-02-15,207.3705017699649,5210,428,3,3.533333333333333,7.6,,True
2012-02-16,-1143.8159918820966,5046,414,2,1.1,6.866666666666667,,True
2012-02-17,825.0687488115218,4844,508,3,4.466666666666666,10.566666666666666,,True
2012-02-21,541.3021762532006,5565,479,5,-1.3,8.333333333333334,,False
2012-02-22,1329.4454240349078,5079,486,3,5.166666666666667,13.9,,False
2012-02-23,-1198.0824955944772,5043,502,4,6.866666666666667,14.966666666666667,,False
2012-02-24,-651.2459277072194,4910,469,1,2.766666666666667,7.8,,True
2012-02-27,-68.47364150617432,5252,393,3,1.2666666666666668,12.6,,False
2012-02-28,-766.8793313780297,5145,443,1,4.233333333333333,10.566666666666668,,False
2012-02-29,-1720.8837934781768,5156,378,2,2.4,6.5,,True
2012-03-01,-670.6268352126135,5335,407,1,2.4,5.766666666666667,,True
2012-03-02,-570.1013646032734,4856,502,3,0.6,6.133333333333333,,True
2012-03-05,-926.0257568540293,6053,415,4,-1.6666666666666667,7.066666666666666,,False
2012-03-06,-987.326110175116,5962,447,1,-3.333333333333333,6.133333333333333,,False
2012-03-07,-155.2926276909675,5383,461,2,2.9666666666666663,15.199999999999998,,False
2012-03-09,117.41367310410715,5032,558,4,2.9666666666666663,15.766666666666666,,True
2012-03-12,-1695.0968507514265,5299,555,7,7.0,19.666666666666668,,False
2012-03-13,-14.031204371967759,5347,567,4,11.1,20.9,,True
2012-03-14,285.24408677824977,5690,653,11,8.700000000000001,21.466666666666672,,False
2012-03-15,824.8410396405742,5425,514,3,6.099999999999999,10.0,,False
2012-03-16,1091.2004528869877,4799,554,2,5.933333333333333,10.0,,True
2012-03-19,63.814990874725474,5314,569,7,10.366666666666664,21.1,,False
2012-03-20,-831.8039103567207,5220,480,8,11.133333333333333,21.866666666666664,,False
2012-03-21,-532.3816823533925,5662,687,4,12.433333333333332,18.666666666666668,,False
2012-03-22,-2814.8300374797363,5250,661,8,12.4,22.96666666666667,,False
2012-03-23,-932.37418991292,4935,709,5,13.133333333333335,24.23333333333333,,False
2012-03-26,-22.5315190885849,6185,427,6,1.6666666666666667,12.966666666666667,,False
2012-03-27,-65.8347713270523,6044,412,3,-0.5666666666666668,11.133333333333333,,False
2012-03-28,-43.116820156421454,5197,518,2,6.7,19.066666666666666,,True
2012-03-29,220.48097268732815,5464,498,1,6.666666666666668,16.666666666666668,,False
2012-03-30,698.9738086158467,4744,536,3,4.633333333333334,13.5,,True
2012-04-02,270.2087023983913,5347,386,6,4.966666666666667,13.866666666666667,,True
2012-04-03,-230.13952335788414,5323,533,5,4.966666666666667,17.966666666666665,,False
2012-04-04,-990.3794082497444,4888,491,6,8.500000000000002,20.0,,False
2012-04-05,-475.22861870740235,4704,347,5,5.766666666666667,14.6,,False
2012-04-09,-75.70144630791765,5362,488,7,10.0,17.966666666666672,,False
2012-04-10,-506.4996241670415,4990,504,9,7.400000000000001,15.966666666666667,,False
2012-04-11,1527.4561445458346,4938,506,6,6.3,11.666666666666664,,False
2012-04-12,311.1135844675082,4787,511,4,6.666666666666668,15.933333333333332,,False
2012-04-13,-1151.476115160127,4469,708,5,7.033333333333334,17.766666666666666,,False
2012-04-16,-557.8014925764801,5739,790,8,16.266666666666666,28.5,,False
2012-04-17,-183.6764611453073,5219,633,9,15.366666666666667,26.133333333333336,,False
2012-04-18,-1297.5784226618816,5216,476,6,9.8,16.866666666666664,,True
2012-04-19,-15.998610620536056,5073,550,4,9.233333333333334,19.433333333333334,,True
2012-04-20,-273.73396853874874,4650,686,4,11.266666666666666,20.566666666666666,,False
2012-04-23,-300.05924955133383,5869,367,4,5.933333333333333,13.3,,True
2012-04-24,113.1843103591309,5860,477,6,5.566666666666666,16.099999999999998,,False
2012-04-25,-1099.8812517443982,5541,516,4,6.2666666666666675,16.3,,False
2012-04-26,121.15679269167957,5336,510,5,6.833333333333332,16.133333333333333,,True
2012-04-27,-240.72241742847112,5080,494,3,5.566666666666666,13.866666666666667,,True
2012-04-30,-385.5791111054605,5272,438,6,6.833333333333332,15.2,,False
2012-05-01,-68.44249585278521,5329,524,7,10.933333333333332,20.366666666666667,,True
2012-05-02,308.3997960277993,5066,442,2,10.2,12.033333333333333,,True
2012-05-03,-599.6235138054763,4896,478,5,10.4,14.433333333333332,,True
2012-05-04,-369.71540920350157,5061,660,3,12.033333333333333,22.433333333333334,,True
2012-05-07,33.48871509552555,5297,558,6,10.933333333333332,17.233333333333334,,True
2012-05-08,-170.1522680364433,5100,462,1,12.966666666666667,18.533333333333328,,True
2012-05-09,-793.511658321615,5377,494,3,14.066666666666668,19.266666666666666,,True
2012-05-10,64.01510876503015,4921,528,5,11.5,18.33333333333333,,True
2012-05-11,-456.54146437332014,4801,689,5,10.0,21.133333333333336,,False
2012-05-14,-203.923188538658,5344,597,7,16.833333333333332,21.466666666666672,,True
2012-05-15,410.16820923664267,4762,476,8,15.933333333333335,18.133333333333336,,True
2012-05-16,177.3722770099666,5564,597,9,15.566666666666668,24.633333333333336,,True
2012-05-17,-270.5142910793111,5008,531,9,12.433333333333332,22.4,,False
2012-05-18,310.38976066972833,5133,937,7,12.033333333333333,21.866666666666664,,False
2012-05-21,-985.643851206114,5668,458,5,14.633333333333333,17.066666666666666,,True
2012-05-22,-125.75931289217259,5629,470,6,15.566666666666668,20.933333333333334,,True
2012-05-23,-643.0821878267197,5760,634,10,16.866666666666667,23.7,,True
2012-05-24,70.71195874082332,5171,513,5,16.5,20.0,,True
2012-05-25,82.55456299188882,4941,785,3,16.133333333333333,23.33333333333333,,True
2012-05-29,-268.9630991461854,6448,500,9,21.133333333333336,30.933333333333334,,True
2012-05-30,909.7772795016826,6096,428,5,20.0,25.53333333333333,,True
2012-05-31,-581.5415604066147,5846,567,10,18.866666666666664,26.866666666666664,,False
2012-06-01,-114.46310475009159,5265,531,6,16.7,22.93333333333333,,True
2012-06-04,-669.2175143891944,5552,463,12,12.199999999999998,17.933333333333334,,True
2012-06-05,264.9794381839747,5421,497,8,10.966666666666667,18.5,,True
2012-06-06,-268.960571579968,5347,642,7,12.6,22.03333333333333,,True
2012-06-07,-52.5627755263249,5106,666,6,15.366666666666667,25.366666666666664,,True
2012-06-08,-414.75002551164107,5038,737,5,15.933333333333332,27.03333333333333,,False
2012-06-11,-40.454038446989216,5692,592,15,17.966666666666672,24.83333333333333,,False
2012-06-12,-116.12547619040016,5031,413,9,18.133333333333336,22.766666666666666,,True
2012-06-13,124.95736639347706,5923,487,5,18.133333333333336,20.966666666666665,,True
2012-06-14,-417.0830226527123,5502,645,4,17.233333333333334,24.266666666666666,,False
2012-06-15,-59.916204319895776,5114,755,11,16.133333333333333,26.5,,False
2012-06-18,-662.9387056808482,6067,666,10,13.9,21.3,,False
2012-06-19,1174.3749111565812,5854,561,8,17.233333333333334,24.633333333333336,,False
2012-06-20,-119.78892630809787,5940,457,7,21.3,35.166666666666664,,False
2012-06-21,-1515.3161409372206,6868,475,8,26.100000000000005,35.73333333333333,,False
2012-06-22,-21.900667541487564,5982,393,8,21.66666666666667,33.300000000000004,,True
2012-06-25,-552.7366469956742,5962,392,12,17.066666666666666,23.866666666666664,,True
2012-06-26,-107.80778253095377,5625,489,10,14.633333333333333,23.133333333333336,,False
2012-06-27,73.11888604342313,5469,401,4,18.13333333333333,28.33333333333333,,False
2012-06-28,-158.10109024668964,5945,663,8,20.566666666666666,31.3,,False
2012-06-29,-37.85074837668617,5660,516,8,21.3,34.63333333333333,,True
2012-07-02,-164.02090873089037,6441,431,12,22.4,31.3,,False
2012-07-03,218.52798371565947,5881,541,17,21.866666666666664,32.03333333333333,,False
2012-07-05,578.5357071673716,6309,516,5,25.0,35.0,,False
2012-07-06,-283.18414295241564,5645,437,7,22.4,32.4,,False
2012-07-09,-232.92213597862064,6165,431,14,22.43333333333333,29.633333333333336,,False
2012-07-10,98.49918617393995,5961,393,13,21.3,29.633333333333336,,False
2012-07-11,-230.47563052063742,5840,500,12,21.5,29.23333333333333,,False
2012-07-12,-544.5455318694077,5632,464,20,21.3,30.766666666666666,,False
2012-07-13,-258.0043895925719,5273,542,12,23.133333333333336,30.93333333333333,,False
2012-07-16,-187.81321997182567,5809,339,13,22.200000000000006,33.166666666666664,,False
2012-07-17,-113.70517956546429,5792,385,16,24.23333333333333,35.03333333333334,,False
2012-07-18,278.9642597268321,6006,279,5,23.133333333333336,37.23333333333333,,True
2012-07-19,95.7137643478327,5734,432,8,21.3,25.0,,True
2012-07-20,-160.88053718533232,4612,497,8,16.666666666666668,22.4,,True
2012-07-23,-707.7170035092331,5266,389,19,21.7,29.633333333333336,,True
2012-07-24,38.13570425234138,5674,439,11,23.866666666666664,34.06666666666666,,False
2012-07-25,-109.91689410267828,5408,489,4,19.966666666666665,30.0,,False
2012-07-26,-566.3076024065284,5635,385,11,21.66666666666667,32.4,,True
2012-07-27,765.6476360501547,5406,442,10,22.8,31.66666666666667,,False
2012-07-30,374.87098718863126,5710,515,17,20.0,26.83333333333333,,False
2012-07-31,57.124378257956785,5427,497,10,21.3,26.133333333333336,,False
2012-08-01,276.5747436456913,5354,450,7,22.03333333333333,26.7,,True
2012-08-02,-155.75671623914786,5418,428,3,21.86666666666667,30.933333333333334,,False
2012-08-03,-41.40544324673465,5195,548,6,24.066666666666666,32.06666666666666,,False
2012-08-06,43.119986889523716,5887,412,14,23.13333333333333,31.100000000000005,,True
2012-08-07,-54.335088312267544,5830,501,12,20.566666666666666,27.93333333333333,,False
2012-08-08,-19.320907418948988,5512,451,13,22.8,30.2,,False
2012-08-09,116.65559532758743,5114,431,4,23.33333333333333,30.93333333333333,,False
2012-08-10,-109.06350974448105,5138,452,7,21.466666666666672,27.8,,True
2012-08-13,-714.7675096953644,5716,469,10,21.5,30.4,,False
2012-08-14,137.41729158693124,5627,479,16,22.399999999999995,27.03333333333333,,True
2012-08-15,218.54875269807053,6004,398,6,20.366666666666667,27.4,,True
2012-08-16,183.36917999993057,5341,311,7,20.2,30.16666666666667,,False
2012-08-17,77.44973130052857,5105,674,7,20.366666666666667,31.26666666666667,,True
2012-08-20,125.18453745188162,5350,554,12,19.066666666666666,25.766666666666666,,False
2012-08-21,87.88715593035522,5571,612,11,20.03333333333333,27.766666666666666,,False
2012-08-22,-86.24013337881844,5256,523,14,20.53333333333333,27.96666666666667,,False
2012-08-23,-124.26533483584535,5078,574,10,20.933333333333334,28.866666666666664,,False
2012-08-24,-42.61516397280685,4995,724,14,21.133333333333336,30.2,,False
2012-08-27,52.609285051748884,5327,487,14,21.133333333333333,27.766666666666666,,True
2012-08-28,-202.57264963818128,5075,443,11,23.33333333333333,30.96666666666667,,True
2012-08-29,102.2355530858913,5438,518,10,19.6,26.3,,False
2012-08-30,-84.86739473117814,5321,629,10,17.233333333333334,28.7,,False
2012-08-31,-183.81196417934916,4309,690,8,20.366666666666664,32.96666666666666,,False
2012-09-04,251.87098147612775,5373,407,17,21.5,26.866666666666664,,True
2012-09-05,177.01601396662772,5233,346,10,22.766666666666666,28.33333333333333,,True
2012-09-06,-187.05326373609387,5415,424,14,21.133333333333333,26.866666666666664,,False
2012-09-07,-369.0637271133692,4903,541,17,22.03333333333333,29.83333333333333,,False
2012-09-10,-26.19474456666467,6121,513,13,15.0,22.96666666666667,,False
2012-09-11,215.31104891410726,5638,525,7,12.933333333333332,23.7,,False
2012-09-12,-513.2366062433557,5446,641,10,16.133333333333333,26.133333333333336,,False
2012-09-13,28.50068086974352,5315,588,11,17.599999999999994,26.1,,False
2012-09-14,307.33497688013813,4877,772,8,18.133333333333336,26.133333333333336,,False
2012-09-17,51.40799252356192,5121,594,12,14.800000000000002,25.366666666666664,,False
2012-09-18,352.3954605633608,5990,392,6,20.0,24.83333333333333,,True
2012-09-19,-116.52127755678521,5727,476,12,14.633333333333333,21.66666666666667,,True
2012-09-20,-32.38675557129864,5063,472,6,12.933333333333332,21.133333333333336,,False
2012-09-21,-358.26155809636657,5257,814,9,15.4,23.133333333333336,,False
2012-09-24,63.43765896660989,5475,552,8,12.033333333333333,20.0,,False
2012-09-25,-662.7262449671925,5601,537,14,12.933333333333332,22.766666666666666,,False
2012-09-26,87.1506357149774,4941,570,8,18.13333333333333,24.633333333333336,,True
2012-09-27,-17.63802086227588,5482,606,13,18.5,24.633333333333336,,True
2012-09-28,-59.42954312760776,5579,686,6,16.333333333333332,21.866666666666664,,True
2012-10-01,84.35942070734745,5204,561,6,12.033333333333333,21.83333333333333,,False
2012-10-02,1.326989284480078,5046,451,11,17.03333333333333,21.133333333333336,,True
2012-10-03,-205.7320393237314,5597,567,11,17.766666666666666,22.96666666666667,,False
2012-10-04,318.22931514493393,5416,545,9,19.433333333333334,23.7,,True
2012-10-05,-328.8785314121414,5029,728,7,16.833333333333336,25.766666666666666,,False
2012-10-08,-169.77328832764397,4293,590,6,7.6,13.133333333333335,,False
2012-10-09,174.35418047927124,5565,405,9,10.733333333333334,15.0,,True
2012-10-10,-122.9761394182042,5594,552,15,12.033333333333333,19.83333333333333,,True
2012-10-11,143.75426975263872,6089,487,11,8.866666666666667,15.566666666666668,,False
2012-10-12,-238.1748338029284,6462,548,6,6.133333333333333,14.266666666666667,,False
2012-10-15,9.042970325193894,5841,449,10,15.733333333333334,21.866666666666664,,True
2012-10-16,-214.86116785309966,5635,423,11,9.466666666666667,15.733333333333334,,False
2012-10-17,554.1142758777387,6041,544,12,7.066666666666667,16.3,,False
2012-10-18,70.65164745311995,5237,489,13,9.066666666666666,18.7,,True
2012-10-19,-3.0271291571207257,4602,632,4,16.5,19.433333333333334,,True
2012-10-22,11.846904048099532,5422,523,6,10.733333333333334,20.2,,False
2012-10-23,268.5444557755254,5329,504,12,12.566666666666668,18.7,,True
2012-10-24,-9.431231363978439,5346,487,10,13.5,15.566666666666668,,True
2012-10-25,76.76349549578663,5247,611,14,12.766666666666666,17.066666666666666,,False
2012-10-26,-75.0389636805612,5041,803,7,14.266666666666666,19.633333333333336,,False
