date,stock_deviation,all_complaints,noise_complaints,homeless_complaints,tmin,tmax,tavg,prcp
2012-10-31,-201.62418911567508,7017,155,2,7.2333333333333325,11.3,,True
2012-11-01,-57.583491240953656,6130,260,2,6.3,10.933333333333332,,False
2012-11-02,118.2888694361027,7222,314,5,6.133333333333333,11.866666666666665,,False
2012-11-05,155.5527393951379,7274,226,4,2.2333333333333334,7.7666666666666675,,False
2012-11-06,303.4389859102248,6903,294,3,0.1666666666666667,6.3,,False
2012-11-07,-62.990062472936195,8584,263,2,0.0,5.566666666666666,,True
2012-11-08,-81.65254373790594,9387,279,3,0.5666666666666667,8.7,,True
2012-11-09,-114.93695697440127,6420,419,5,2.6,11.866666666666665,,False
2012-11-12,-55.869330743529645,4757,462,11,8.700000000000001,18.133333333333336,,False
2012-11-13,-263.3308347913662,6110,344,3,4.6000000000000005,15.366666666666667,,True
2012-11-14,-302.04917616382227,6304,403,6,3.1666666666666665,9.033333333333333,,False
2012-11-15,-588.3922053746483,6324,395,11,2.4,7.2,,False
2012-11-19,87.81862099477439,6914,396,4,3.333333333333333,8.866666666666667,,False
2012-11-20,-65.95231444768433,6058,383,8,4.066666666666666,10.566666666666666,,False
2012-11-21,-268.0699828724046,4656,417,2,4.6000000000000005,12.033333333333333,,False
2012-11-23,0.5884425956810446,4080,680,3,4.066666666666666,12.6,,True
2012-11-26,40.59025850973194,6774,363,6,2.4,9.233333333333334,,False
2012-11-27,-178.07002452083725,6868,366,3,1.6666666666666667,5.766666666666667,,True
2012-11-28,-50.79967384952943,6558,407,2,1.6666666666666667,5.7666666666666675,,False
2012-11-29,-303.23579766471266,6469,424,7,1.6666666666666667,6.5,,False
2012-11-30,147.76934175226054,5705,514,4,2.6,8.133333333333335,,False
2012-12-03,134.28117466506043,5788,400,8,7.9333333333333345,16.133333333333336,,False
2012-12-04,-50.94888410919521,5571,407,4,7.400000000000001,15.566666666666665,,True
2012-12-05,772.5629172207391,5865,430,6,1.866666666666667,14.233333333333334,,True
2012-12-06,579.9175446396221,6283,425,2,-0.9333333333333332,4.8,,False
2012-12-07,-396.217714562672,5632,551,7,0.9333333333333332,8.333333333333334,,True
2012-12-10,-512.6333310446698,5702,421,5,7.2333333333333325,14.633333333333335,,True
2012-12-11,-649.6646614435123,5764,416,10,5.2,14.066666666666668,,True
2012-12-12,-244.59994729792928,5965,518,5,2.6,6.666666666666668,,False
2012-12-13,-29.70436199966025,5778,450,4,2.033333333333333,8.133333333333335,,False
2012-12-14,385.330223356732,5225,589,7,1.8666666666666665,9.433333333333332,,False
2012-12-17,-255.38529285148067,5824,374,11,5.0,7.033333333333334,,True
2012-12-18,-65.1001853722355,5481,390,5,6.666666666666668,12.766666666666666,,True
2012-12-19,204.47146393053845,5752,422,4,4.266666666666667,8.866666666666667,,False
2012-12-20,-138.87071406645737,5426,456,3,1.5,8.866666666666667,,True
2012-12-21,13.767998807916227,5855,464,4,2.766666666666667,14.066666666666668,,True
2012-12-26,171.52349148101712,6260,368,3,-2.0333333333333337,5.2,,True
2012-12-27,-529.649901171204,7573,386,6,-0.5666666666666668,5.7666666666666675,,True
2012-12-28,-65.86261378476047,5934,532,1,-0.9333333333333336,3.5,,False
2012-12-31,-109.20582467535496,5025,548,4,-1.8333333333333333,4.066666666666666,,False
2013-01-02,-301.2061313486756,7055,392,3,-5.2,1.1333333333333335,,False
2013-01-03,77.6619658749314,6683,433,6,-4.066666666666666,0.5666666666666668,,False
2013-01-04,1393.1930956627787,6063,463,2,-0.5333333333333333,3.533333333333333,,False
2013-01-07,-9.957094463172323,6080,412,7,1.6666666666666667,7.566666666666667,,False
2013-01-08,145.86115746464202,6251,405,6,1.1333333333333333,9.233333333333334,,False
2013-01-09,184.17687786532588,5824,470,14,2.233333333333333,9.633333333333333,,False
2013-01-10,-253.63649161607827,5708,444,6,3.8666666666666667,9.066666666666668,,False
2013-01-11,319.6445857059207,5336,514,3,2.0666666666666664,7.7666666666666675,,True
2013-01-14,-391.1048260834214,5378,455,6,3.7,13.5,,True
2013-01-15,-456.3895548946985,5809,381,5,1.866666666666667,3.8666666666666663,,True
2013-01-16,128.85592031837587,5609,407,3,0.4,3.5,,True
2013-01-17,-483.5339180149913,5177,448,8,2.0333333333333337,6.866666666666667,,False
2013-01-18,108.70883783332464,5961,548,4,-3.7,2.0333333333333337,,False
2013-01-22,279.2567623743616,8093,404,1,-10.0,-2.2333333333333334,,False
2013-01-23,-223.5536166530037,8297,408,5,-11.3,-6.5,,False
2013-01-24,312.2158161133557,11698,411,3,-10.366666666666667,-4.266666666666667,,False
2013-01-25,-58.56405885065942,8145,557,1,-10.2,-4.233333333333333,,True
2013-01-28,35.7719645392699,6885,467,4,-2.6,2.2333333333333334,,True
2013-01-29,78.60312387765589,6243,424,4,2.033333333333333,8.700000000000001,,True
2013-01-30,-675.0567248314183,5945,431,3,3.9,12.766666666666666,,True
2013-01-31,437.2858785366408,6945,440,4,-0.9333333333333336,15.0,,True
2013-02-01,84.18265642214828,6563,502,5,-4.233333333333333,0.0,,False
2013-02-04,124.12790375866823,6417,440,7,-4.6000000000000005,-0.5666666666666668,,False
2013-02-05,-42.741691871926385,6491,407,3,-2.2,0.0,,True
2013-02-06,320.37903341502897,6100,448,1,-1.5,4.433333333333334,,False
2013-02-07,-56.572528698845424,5999,408,6,-3.8666666666666663,0.4,,False
2013-02-12,451.8622498703517,5803,447,2,2.766666666666667,7.400000000000001,,False
2013-02-13,123.254662652731,5901,477,9,-0.16666666666666666,6.5,,True
2013-02-14,-252.31049732350587,5445,531,5,0.5666666666666668,7.6,,False
2013-02-15,-301.6796448851473,5137,609,6,1.8666666666666665,11.3,,False
2013-02-19,70.77670632542869,6240,423,5,0.2,8.3,,True
2013-02-20,-527.0816390913351,5749,388,4,-3.333333333333333,3.8666666666666663,,False
2013-02-22,-208.7627117597549,6009,543,4,-3.333333333333333,3.5,,False
2013-02-25,-152.71307245018758,6089,468,8,0.0,7.2333333333333325,,False
2013-02-26,-136.30253119756892,5644,413,3,0.5666666666666665,6.7,,True
2013-02-27,-22.9468026312843,6612,418,3,2.566666666666667,8.866666666666667,,True
2013-02-28,-166.42691177114466,5592,511,4,4.233333333333333,10.966666666666667,,False
2013-03-01,-405.4326820976912,5038,528,4,2.4,7.400000000000001,,False
2013-03-04,-74.72950302002573,5975,383,5,-2.433333333333333,5.7666666666666675,,False
2013-03-06,-362.08288930761773,6533,435,3,2.766666666666666,6.3,,False
2013-03-07,415.65295084740876,5865,441,2,0.7666666666666667,3.5,,True
2013-03-08,-317.56271217864014,5085,540,3,-0.4,5.2,,True
2013-03-11,160.0141423742043,6076,509,4,4.233333333333333,11.833333333333336,,False
2013-03-12,-80.14740722741591,5892,453,4,6.099999999999999,12.966666666666667,,True
2013-03-13,276.36794630025,5756,535,1,3.5,11.3,,False
2013-03-14,7.993097383137865,6069,409,4,-1.3,5.2,,False
2013-03-15,303.40553819581874,5423,694,4,-0.9333333333333336,8.700000000000001,,False
2013-03-18,123.27872588422359,6381,466,1,-2.4,2.0333333333333337,,True
2013-03-19,136.6966136795381,6373,418,3,1.1333333333333335,6.666666666666668,,True
2013-03-20,-186.45770778066984,5836,487,6,0.3666666666666667,7.566666666666667,,False
2013-03-21,279.54317292974883,5385,498,4,-0.5666666666666668,4.066666666666666,,False
2013-03-22,1004.6266460566293,5642,577,3,-1.6666666666666667,5.566666666666666,,False
2013-03-25,-1253.1504449964395,5406,485,6,2.033333333333333,4.6000000000000005,,True
2013-03-26,66.52315045721842,5458,502,1,2.9666666666666663,11.133333333333333,,False
2013-03-27,202.84656057100258,5577,566,5,2.4,11.666666666666664,,False
2013-03-28,-203.03879228524602,4965,593,3,3.1666666666666665,10.566666666666666,,False
2013-04-01,-607.2936292871236,5661,525,8,2.9666666666666663,16.866666666666664,9.7,True
2013-04-02,-127.49238560036792,5868,478,5,0.7666666666666667,6.833333333333332,4.15,False
2013-04-03,-448.50211801626216,6048,467,2,0.7666666666666667,8.333333333333334,4.35,False
2013-04-04,24.841221896636853,5698,517,2,0.7666666666666666,9.633333333333333,4.3,False
2013-04-05,415.21601241360435,5363,586,2,5.0,17.233333333333334,8.8,False
2013-04-08,176.415088490392,5803,547,6,8.166666666666666,21.66666666666667,12.4,False
2013-04-09,115.16458481528022,5598,679,4,9.066666666666666,27.766666666666666,17.0,True
2013-04-10,592.9671413354881,5538,594,6,11.866666666666665,22.23333333333333,16.15,True
2013-04-11,29.005819142115804,5292,507,7,8.3,15.6,13.0,False
2013-04-12,178.02802091616286,5537,579,1,5.2,8.700000000000001,7.199999999999998,True
2013-04-15,-59.771360118496894,5429,568,4,6.5,13.333333333333336,9.35,False
2013-04-16,335.2660049828773,5689,543,6,7.933333333333334,16.099999999999998,11.0,False
2013-04-17,-251.20698503618226,5427,632,17,11.300000000000002,21.133333333333333,15.35,True
2013-04-18,-189.91374679295586,5192,581,4,9.066666666666666,15.0,12.15,True
2013-04-19,-24.94577688312529,5007,688,3,11.5,20.366666666666664,14.1,True
2013-04-22,210.79917994161409,5715,515,6,4.466666666666666,12.433333333333332,8.0,False
2013-04-23,-350.4212578069728,5920,454,10,5.4,11.5,7.550000000000002,False
2013-04-24,174.5728718355167,5266,566,3,6.5,17.766666666666673,10.7,False
2013-04-25,-214.17625471534302,5387,563,9,7.966666666666668,18.7,12.6,False
2013-04-26,188.7393754107816,5150,721,5,8.9,18.866666666666664,13.2,False
2013-04-29,-155.77971029541732,5455,523,8,10.933333333333332,13.9,12.5,True
2013-04-30,404.2687828540529,5315,552,5,9.666666666666666,18.7,13.55,False
2013-05-01,-269.86589933033247,5362,599,7,7.7666666666666675,19.266666666666666,12.85,False
2013-05-02,-3.548815743832165,4879,676,4,8.7,19.8,13.3,False
2013-05-03,85.82201445795363,5354,726,7,9.233333333333333,17.766666666666673,13.05,False
2013-05-06,579.0847171842597,5740,664,8,7.7666666666666675,19.1,11.9,False
2013-05-07,-492.2724502620657,5369,637,11,10.566666666666665,22.4,14.6,False
2013-05-08,221.16643480311177,6391,517,7,12.800000000000002,17.766666666666666,15.75,True
2013-05-09,97.77378630166822,5500,635,7,12.6,20.366666666666667,14.85,True
2013-05-10,-62.91875914991215,4467,696,4,14.433333333333332,25.73333333333333,18.55,True
2013-05-13,30.11318794131148,5918,545,7,7.966666666666668,14.233333333333334,11.8,False
2013-05-14,27.924028747022017,5512,561,4,6.3,16.133333333333333,10.95,False
2013-05-15,-4.982044421858519,5324,593,5,10.733333333333333,19.466666666666672,13.95,True
2013-05-16,587.5008346783143,5379,741,5,15.566666666666668,25.366666666666664,19.3,False
2013-05-17,-453.73704101989637,4985,1001,7,14.433333333333332,22.766666666666666,18.75,False
2013-05-20,233.3020336739701,6070,685,13,14.066666666666668,24.8,17.450000000000006,False
2013-05-21,192.14443553710956,5629,736,4,18.33333333333333,28.33333333333333,21.75,False
2013-05-22,-674.9635728714276,5695,665,11,14.6,24.46666666666667,19.65,False
2013-05-23,606.2871775700822,5268,522,6,17.033333333333335,25.2,19.75,True
2013-05-24,-65.5649530787341,4340,498,5,7.7666666666666675,19.433333333333334,15.7,True
2013-05-28,-93.01014730700443,5656,632,11,12.966666666666667,20.566666666666666,16.2,True
2013-05-29,-54.74510077826199,5919,616,10,14.033333333333333,26.66666666666667,17.950000000000006,False
2013-05-30,-25.614798660959426,5872,763,7,20.9,32.03333333333333,25.25,False
2013-05-31,-83.13529081392153,5426,745,9,22.2,31.66666666666667,26.05,False
2013-06-03,160.27521834247455,5491,376,8,18.33333333333333,25.2,21.5,True
2013-06-04,-115.98531693008043,5766,562,10,14.633333333333333,24.23333333333333,19.75,False
2013-06-05,44.049003674050255,6043,710,8,14.433333333333332,22.766666666666666,19.0,False
2013-06-06,-125.28346600535406,5524,594,14,15.0,21.86666666666667,17.9,True
2013-06-07,21.56754314149111,5346,445,26,15.2,17.766666666666666,16.700000000000006,True
2013-06-10,99.0149550272381,5639,498,13,16.866666666666664,20.766666666666673,19.3,True
2013-06-11,-53.08038243141346,6249,515,9,17.766666666666666,27.23333333333333,21.65,True
2013-06-12,279.5082000463153,6106,685,8,17.766666666666673,24.8,22.2,False
2013-06-13,183.94237635739228,5740,461,4,13.133333333333335,20.566666666666666,19.45,True
2013-06-14,-196.6679142985049,5572,651,7,12.233333333333334,22.766666666666666,16.15,True
2013-06-17,436.90895685080255,5944,637,9,20.566666666666666,29.1,24.25,True
2013-06-18,122.43974762975449,5947,464,15,18.33333333333333,27.433333333333334,22.05,True
2013-06-19,-92.67192544666432,5720,677,9,15.566666666666668,25.0,20.200000000000006,False
2013-06-20,150.23987376116932,5570,714,5,16.666666666666668,25.566666666666666,20.6,False
2013-06-21,33.29279899891844,5393,984,6,17.233333333333334,26.66666666666667,21.450000000000006,False
2013-06-24,-101.62550431262024,6025,532,8,22.933333333333334,33.7,26.3,False
2013-06-25,92.3096700344704,6006,470,13,22.600000000000005,33.53333333333333,27.45,True
2013-06-26,-58.00733958581623,5692,480,6,23.133333333333336,30.16666666666667,27.450000000000006,True
2013-06-27,23.744618278220514,5687,417,7,22.43333333333333,29.43333333333333,25.15,True
2013-06-28,344.11945223321527,5535,578,7,22.6,29.63333333333333,25.1,False
2013-07-01,-105.8848319124718,5723,464,7,22.23333333333333,25.4,23.25,True
2013-07-02,-380.24514134124547,5700,426,9,22.23333333333333,27.4,23.75,True
2013-07-03,20.293512530177395,5568,476,5,22.4,28.3,24.700000000000006,True
2013-07-05,-162.50403740792353,4670,706,6,24.066666666666666,32.23333333333333,27.55,False
2013-07-08,21.256237070479983,6122,340,16,23.33333333333333,31.7,28.05,True
2013-07-09,-59.602363927500846,6274,389,12,23.7,31.3,27.0,True
2013-07-10,302.48430231830747,6004,378,17,23.33333333333333,30.53333333333333,26.55,True
2013-07-11,-118.0192193072071,5475,431,8,23.7,30.0,26.85,False
2013-07-12,203.53543953051303,4983,471,8,20.366666666666667,25.566666666666666,24.200000000000006,True
2013-07-15,-61.89573900147661,6161,400,18,25.766666666666666,34.96666666666667,29.95,False
2013-07-16,-208.34093809889598,6399,414,4,25.566666666666666,34.63333333333333,30.4,False
2013-07-17,-6.868207482883007,6451,403,15,25.933333333333334,35.73333333333333,30.8,False
2013-07-18,283.7597588339104,6299,386,8,26.83333333333333,37.43333333333333,31.0,False
2013-07-19,201.9761794976257,5999,412,7,28.33333333333333,36.13333333333333,31.9,False
2013-07-22,283.1489158543518,6127,431,12,23.7,29.266666666666666,25.450000000000006,True
2013-07-23,407.1968932356248,5823,371,15,23.16666666666667,31.33333333333333,26.3,True
2013-07-24,1090.6758809362764,5655,443,11,20.566666666666666,29.23333333333333,26.950000000000006,False
2013-07-25,347.0546366408944,5352,560,13,17.599999999999994,20.733333333333334,20.1,True
2013-07-26,220.9611581341087,5398,757,16,18.133333333333336,28.7,21.75,False
2013-07-29,105.40861549990039,5956,430,22,21.33333333333333,30.0,24.95,True
2013-07-30,-1245.9906462701438,5511,509,14,19.966666666666665,28.5,24.6,False
2013-07-31,181.23374921580762,5567,605,17,20.366666666666664,27.96666666666667,24.35,False
2013-08-01,118.36673233638612,4856,434,8,19.83333333333333,25.16666666666667,22.75,True
2013-08-02,780.8489495727663,5072,694,8,20.166666666666668,29.23333333333333,24.05,False
2013-08-05,-134.46882637653653,5880,649,16,17.433333333333334,26.133333333333336,22.05,False
2013-08-06,-191.0668379683575,5922,593,18,18.33333333333333,27.43333333333333,22.85,False
2013-08-07,-308.09670918418124,5282,620,15,21.466666666666672,27.066666666666666,23.4,True
2013-08-08,-61.90345547708603,4976,520,14,21.3,27.566666666666666,23.6,True
2013-08-09,273.8050321848823,4704,506,10,23.3,29.63333333333333,25.0,True
2013-08-12,32.59179527161177,5381,532,23,21.133333333333333,27.43333333333333,23.5,True
2013-08-13,101.96737253069477,5600,517,16,20.566666666666666,25.0,22.85,True
2013-08-14,153.03819458636826,5392,651,11,16.3,23.866666666666664,21.0,False
2013-08-15,115.38319174408024,5313,762,8,15.933333333333335,25.4,20.85,False
2013-08-16,195.9875897906022,5163,950,15,18.133333333333336,27.03333333333333,22.0,False
2013-08-19,-736.4297591724008,5368,572,18,19.066666666666666,26.133333333333336,22.450000000000006,False
2013-08-20,228.49214534026572,5451,563,22,20.366666666666667,30.73333333333333,24.700000000000006,False
2013-08-21,-39.045086283909775,4929,547,16,22.03333333333333,31.83333333333333,26.200000000000006,False
2013-08-22,54.488234725906295,5009,503,24,22.23333333333333,26.133333333333336,24.450000000000006,True
2013-08-23,667.0428895618425,4926,743,13,21.33333333333333,27.96666666666667,24.55,False
2013-08-26,-293.32727593660456,5102,524,22,20.366666666666667,28.899999999999995,23.6,True
2013-08-27,383.1072219758535,5116,518,17,22.23333333333333,30.566666666666666,25.6,True
2013-08-28,-343.03009432107496,5220,484,17,21.7,29.6,25.200000000000006,True
2013-08-29,-702.2151795112695,5184,574,19,21.5,27.066666666666666,23.8,False
2013-08-30,-139.3851072959933,4469,760,15,20.766666666666673,29.23333333333333,23.65,False
2013-09-03,-285.27931248834096,5696,554,26,20.566666666666666,28.33333333333333,24.700000000000006,True
2013-09-04,304.24982735265263,5210,619,10,18.7,27.8,23.15,False
2013-09-05,590.4249662013773,5219,616,10,17.8,26.5,23.45,False
2013-09-06,-1581.0359788248986,4712,826,9,13.7,22.2,18.35,False
2013-09-09,410.9971816382149,5233,602,22,13.5,22.6,18.65,False
2013-09-10,-1021.0420296672094,5305,571,14,20.566666666666666,29.633333333333336,23.200000000000006,True
2013-09-11,410.34918681059753,5374,452,14,24.066666666666666,33.7,27.0,False
2013-09-12,-540.8265171940257,5342,326,26,21.3,29.46666666666667,25.5,True
2013-09-13,-272.5609698589324,4783,647,14,15.2,25.566666666666666,22.200000000000006,True
2013-09-16,-297.27540987044813,5315,522,18,13.5,22.96666666666667,18.75,True
2013-09-17,405.2900551663497,4991,536,15,9.6,18.5,14.8,False
2013-09-18,174.1852784336606,5815,613,16,11.133333333333333,21.66666666666667,15.95,False
2013-09-19,554.9465373532604,4884,356,8,12.966666666666667,24.83333333333333,18.0,False
2013-09-20,-1137.4807498207647,4443,752,12,15.199999999999998,25.366666666666664,19.450000000000006,False
2013-09-23,-467.2085345146534,4734,540,9,10.366666666666667,19.266666666666666,14.8,False
2013-09-24,-283.17749564845866,5692,639,23,9.066666666666668,23.16666666666667,15.15,False
2013-09-25,859.882838044321,5221,724,16,11.5,22.4,17.6,False
2013-09-26,-189.60827322933255,4975,685,22,13.866666666666665,21.133333333333333,17.25,False
2013-09-27,-586.6134826125963,4687,758,14,12.966666666666667,20.4,16.15,False
2013-09-30,244.5045781037261,5055,573,14,12.933333333333335,22.96666666666667,16.95,False
2013-10-01,411.0993968514122,5272,557,14,15.366666666666667,27.4,20.05,False
2013-10-02,533.7609507471317,5342,648,18,17.433333333333334,28.866666666666664,22.5,False
2013-10-03,-494.63611986999604,5334,691,5,17.033333333333335,25.566666666666666,22.25,False
2013-10-04,29.647799107107854,5280,721,31,18.33333333333333,28.9,22.200000000000006,True
2013-10-07,-276.383528688024,5512,489,21,16.133333333333333,25.0,21.4,True
2013-10-08,-590.3323548264289,5592,565,23,12.766666666666666,19.433333333333334,16.5,False
2013-10-09,-617.0498430048101,5522,641,13,11.866666666666665,17.400000000000002,15.25,False
2013-10-10,188.24481802257287,5106,582,11,12.566666666666668,18.7,15.1,False
2013-10-11,-410.4018693120543,4626,701,7,15.766666666666667,20.4,17.6,True
2013-10-14,168.82982406518386,3715,663,15,10.733333333333333,18.7,14.0,False
2013-10-15,34.91353344466552,5241,605,23,11.666666666666664,21.466666666666672,15.2,False
2013-10-16,281.2714619141661,5433,660,16,13.133333333333335,19.03333333333333,15.35,False
2013-10-17,142.84111687026962,5092,686,18,16.1,22.6,17.9,True
2013-10-18,-166.38984872053337,5009,826,12,13.5,20.566666666666666,17.799999999999994,False
2013-10-21,-524.5335628175053,5748,573,13,10.166666666666666,19.066666666666666,14.65,False
2013-10-22,321.1261614163668,5446,531,21,10.966666666666667,19.8,15.5,False
2013-10-23,-163.57339843115003,6680,564,14,7.566666666666666,12.800000000000002,11.3,False
2013-10-24,-109.10938905522379,6929,517,8,5.366666666666667,12.566666666666668,9.0,False
2013-10-25,-45.50531255782335,6703,616,8,4.633333333333334,12.6,8.25,False
2013-10-28,-555.7860038044655,5678,483,21,5.733333333333333,15.933333333333335,10.9,False
2013-10-29,281.5997341445545,6229,450,18,6.7,13.333333333333336,10.5,False
2013-10-30,-282.7493997985457,5533,557,12,7.966666666666668,15.766666666666666,11.25,False
2013-10-31,61.892069038107365,4984,656,13,11.699999999999998,19.233333333333327,15.05,True
2013-11-01,563.5957923228616,4890,756,3,15.0,20.933333333333334,18.200000000000006,True
2013-11-04,325.3124910960523,6317,436,7,1.3,8.166666666666666,4.45,False
2013-11-05,-723.8883135094475,5710,560,8,4.633333333333333,12.966666666666667,7.8,False
2013-11-06,-29.240216593532747,5350,542,11,7.9333333333333345,16.1,11.55,False
2013-11-07,-742.9290203733818,5240,499,12,6.866666666666667,17.599999999999994,14.65,True
2013-11-08,173.78517567921153,6062,657,5,4.8,10.166666666666666,7.9,False
2013-11-11,185.17335995116082,4440,556,10,6.3,11.866666666666665,9.4,False
2013-11-12,-116.9843021273737,7020,359,14,-0.16666666666666666,11.1,6.6,True
2013-11-13,537.5474050473986,7105,449,3,-1.4,4.433333333333334,1.1,False
2013-11-14,-112.67864468934204,6210,437,4,0.9333333333333336,11.5,4.95,False
2013-11-15,84.00692149212045,5272,652,9,5.0,13.166666666666664,8.45,False
2013-11-18,-254.33451621071254,5642,406,8,10.766666666666666,18.666666666666668,15.4,True
2013-11-19,-387.71359771180323,6676,460,12,2.4,10.766666666666666,9.35,False
2013-11-20,-531.5768123452854,6057,453,4,-0.16666666666666666,7.066666666666666,3.35,False
2013-11-21,211.25225197442523,6214,557,6,1.1333333333333335,11.1,5.0,False
2013-11-22,-180.87345019289023,4410,617,7,10.2,13.9,11.25,True
2013-11-25,265.73649987210234,9450,385,9,-4.7,1.8666666666666665,-2.2,False
2013-11-26,288.34278801807704,7162,375,6,0.9333333333333336,9.266666666666667,2.35,True
2013-11-27,553.6187976888014,5681,432,8,2.0333333333333337,16.133333333333333,9.55,True
2013-11-29,-196.96598233579968,4460,767,1,-1.2,4.266666666666667,1.4,False
2013-12-02,-653.7155775038082,5255,432,21,4.433333333333334,9.066666666666668,6.85,False
2013-12-03,541.9569469526268,5698,502,11,3.2999999999999994,11.866666666666665,6.65,False
2013-12-04,-16.188417047535037,5566,497,6,3.533333333333333,10.366666666666667,6.55,False
2013-12-05,255.91208277989426,5461,552,11,8.333333333333334,14.433333333333332,10.0,True
2013-12-06,-417.5294408421487,5212,570,10,2.7999999999999994,14.266666666666666,10.3,True
2013-12-09,-392.47449205065635,6334,397,9,-0.16666666666666666,4.466666666666666,1.8,True
2013-12-10,85.02722330084725,6235,451,5,-1.0,3.333333333333333,2.2,True
2013-12-11,60.16399151694168,6509,427,4,-2.7000000000000006,0.5666666666666668,-0.8,False
2013-12-12,213.27975894858537,7346,449,5,-4.9,-1.0,-2.45,False
2013-12-13,361.6169969503972,6489,576,3,-4.5,1.8666666666666665,-2.1,False
2013-12-16,125.89771426855259,6759,454,4,-3.6,1.1333333333333335,-0.35,False
2013-12-17,-276.8935100125891,6230,426,4,-4.133333333333333,0.3666666666666667,-2.35,True
2013-12-18,167.32260075360318,6029,396,4,-4.333333333333333,2.9666666666666663,-1.6,False
2013-12-19,481.88993849360673,5558,437,5,-1.0333333333333334,8.133333333333335,2.45,False
2013-12-20,-401.54200857944846,5052,595,8,3.5,11.5,6.699999999999998,False
2013-12-23,673.5300134061854,5219,529,11,5.766666666666667,16.133333333333333,13.55,True
2013-12-24,505.8768543074948,4298,659,3,-2.8666666666666667,5.766666666666667,4.35,False
2013-12-26,1288.8675960683252,5696,453,4,-1.3666666666666665,2.566666666666667,0.0,False
2013-12-27,-982.8471327756596,5006,482,4,-0.3333333333333333,4.8,2.05,False
2013-12-30,-694.4406829525032,5656,540,6,-4.5,7.400000000000001,4.85,False
2013-12-31,288.76519188724706,5033,585,7,-6.0,0.3666666666666667,-3.05,False
2014-01-02,-581.1009953306892,6068,335,8,-7.5,0.4,-1.4,True
2014-01-03,-39.57119958894327,6278,453,8,-12.5,-7.3,-8.649999999999999,True
2014-01-06,-760.1592598686038,6882,385,11,-6.766666666666667,12.066666666666668,7.449999999999998,True
2014-01-07,168.93665002421767,11210,381,14,-15.1,-6.766666666666667,-9.7,False
2014-01-08,148.76530519636802,10923,402,9,-12.5,-4.333333333333333,-10.25,False
2014-01-09,-444.1250953393319,8620,394,13,-5.3,0.5666666666666668,-3.35,False
2014-01-10,-45.317465097570675,6655,487,1,-2.6666666666666665,2.6,-0.7,True
2014-01-13,-1011.6987296474107,6397,489,3,1.1666666666666667,10.2,4.9,False
2014-01-14,289.3617040175613,6717,454,5,6.3,10.0,7.65,True
2014-01-15,630.452326089855,6556,491,6,2.033333333333333,7.6,5.1,False
2014-01-16,-99.2768098612578,6500,522,7,2.0333333333333337,5.4,4.25,False
2014-01-17,-759.7934109388808,6308,626,10,-0.30000000000000004,7.2333333333333325,3.15,False
2014-01-21,-797.1151110645968,6686,419,17,-11.033333333333333,0.033333333333333326,-3.1,True
2014-01-22,144.97547139733797,8606,350,9,-14.166666666666664,-7.866666666666666,-10.75,True
2014-01-23,79.55764089900184,10020,375,6,-13.4,-6.2,-10.25,False
2014-01-24,-711.5228488882221,8984,477,6,-11.766666666666666,-6.599999999999999,-9.0,False
2014-01-27,101.46973428900128,7729,453,9,-5.833333333333332,6.866666666666667,1.4,False
2014-01-28,161.2248283713634,8300,478,2,-10.466666666666667,-5.833333333333332,-7.15,False
2014-01-29,-322.58969180942216,7765,523,6,-9.533333333333333,-4.7,-7.45,True
2014-01-30,-396.53136968026047,8086,524,8,-8.799999999999997,-1.5666666666666669,-5.949999999999998,False
2014-01-31,513.5089080959459,5966,615,4,-3.6,4.633333333333333,-0.7,False
2014-02-03,-646.6598485013527,6051,482,7,-2.1333333333333333,6.133333333333333,2.55,True
2014-02-04,50.06778393651439,6839,439,10,-4.933333333333334,1.866666666666667,-1.55,False
2014-02-06,318.9410460850795,8783,424,4,-5.266666666666667,-0.3333333333333333,-1.8,False
2014-02-07,591.3027262010655,7635,594,8,-3.9666666666666655,0.2,-2.05,False
2014-02-10,147.92622945721996,7237,453,5,-5.833333333333332,-1.6000000000000003,-3.35,False
2014-02-11,413.1573416016363,7731,431,4,-8.433333333333334,-3.4,-5.4,False
2014-02-12,44.74427974694845,7210,438,8,-10.466666666666667,-3.4333333333333336,-7.15,False
2014-02-13,194.0652861959261,6284,447,6,-3.9333333333333336,2.2,-1.3,True
2014-02-14,0.8432864203496138,6710,521,5,-0.3333333333333333,4.6000000000000005,2.1,True
2014-02-18,-531.6541274600404,6830,542,6,-3.4,4.233333333333333,-0.45,True
2014-02-19,-361.20096134434783,7120,538,6,-1.2333333333333334,7.033333333333334,2.25,True
2014-02-20,-103.05738886192013,6588,411,3,1.7,9.1,4.9,True
2014-02-21,-255.65470679645298,6763,763,1,1.6666666666666667,8.866666666666667,3.6,True
2014-02-24,161.7306931820658,7342,471,9,-2.5,6.866666666666667,4.550000000000002,True
2014-02-25,-163.2082609379686,7376,478,9,-3.9333333333333336,0.9666666666666668,-1.55,False
2014-02-26,-75.65203401529106,7179,433,5,-6.4,0.033333333333333326,-2.1,True
2014-02-27,129.85067368510863,7156,464,8,-9.500000000000002,1.1333333333333335,-3.95,False
2014-02-28,62.16835936066128,7549,664,8,-12.133333333333333,-3.9333333333333336,-7.899999999999999,False
2014-03-03,363.41684155866636,6577,444,5,-7.666666666666668,0.5666666666666667,-3.15,True
